name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,success
AdECN,http://www.adecn.com,Advertising|Sales and Marketing|Software,3100000,acquired,USA,CA,Santa Barbara,Carpinteria,1,0
AdelaVoice,http://www.sharethat.com/,Software,250000,operating,USA,MA,Boston,Boston,1,0
Adelja Learning,http://www.wordvoyage.com,Education,505000,operating,USA,NH,"Manchester, New Hampshire",Concord,2,0
Adello Inc,http://www.adello.com,Advertising|Analytics|Mobile|Real Time,2000000,operating,USA,CA,SF Bay Area,Redwood City,1,0
Adelphic,http://www.adelphic.com,Advertising|Media|Mobile|Optimization,23000000,operating,USA,MA,Boston,Waltham,3,1
Adenios,http://www.adenios.com,Biotechnology,810000,operating,USA,NY,Elmira,Ithaca,1,0
ADENTS HTI,http://www.adents.com,Software,13463445,operating,FRA,A8,Paris,Palaiseau,3,1
Adenyo,http://www.adenyo.com,Mobile,29758289,acquired,CAN,ON,Toronto,Toronto,2,1
Adept Cloud,http://adeptcloud.com,Enterprise Software,1015000,acquired,USA,CA,SF Bay Area,San Mateo,2,0
Adeptence,http://www.adeptence.com,Semiconductors,5800000,closed,USA,CA,San Diego,San Diego,1,1
AdEspresso,http://adespresso.com,Advertising|Optimization|SaaS|Software,1800000,operating,USA,CA,SF Bay Area,San Francisco,2,0
Adesso Solutions,http://www.adessosolutions.com,Software,6000000,operating,USA,IL,Chicago,Rolling Meadows,1,1
Adesto Technologies,http://www.adestotech.com,Semiconductors,56381909,ipo,USA,CA,SF Bay Area,Sunnyvale,7,1
AdEx Media,http://www.adex.com,Advertising,2665604,operating,USA,CA,SF Bay Area,Mountain View,1,0
AdexLink,http://www.adexlink.com,Advertising|Android|iOS,2000000,closed,USA,CA,SF Bay Area,Campbell,1,0
AdExtent,http://www.adextent.com,Ad Targeting|Advertising|Application Platforms,5100000,operating,USA,NY,New York City,New York,2,1
Adeze,http://www.adeze.com,Advertising,5500000,operating,USA,CA,SF Bay Area,San Francisco,2,1
Adfaces,http://www.adfaces.net,Advertising|Media|Outdoors,20118,operating,GBR,A5,GBR - Other,Markyate,1,0
Global Ad Source,http://www.globaladsource.com,Advertising,944823,operating,CAN,NL,St. John's,St. John's,3,0
ADFLOW Health Networks,http://www.adflowhealth.com,Health and Wellness,2500190,closed,USA,PA,Philadelphia,Fort Washington,1,0
"Adfora, Inc.",http://www.adfora.com,Advertising|Classifieds|E-Commerce,720000,operating,USA,CA,Los Angeles,Glendale,1,0
adFreeq,http://www.adFreeq.com,Advertising|Classifieds|Cloud Computing|Real Time,328000,operating,USA,MO,St. Louis,Columbia,4,0
AdGent Digital,http://www.adgentdigital.com,Advertising,5300000,operating,USA,CA,SF Bay Area,Palo Alto,2,1
AdGrok,http://adgrok.com,Advertising,470000,acquired,USA,CA,SF Bay Area,San Francisco,2,0
AdHack,http://adhack.com,Advertising|All Markets|Audio|Creative|Design|Image Recognition|Video,81874,operating,CAN,BC,Vancouver,Vancouver,1,0
AdHawk,http://www.tryadhawk.com,Analytics|Mobile|Technology,1400000,operating,USA,NY,New York City,New York,1,0
Adhere2Care,http://adhere2care.com,Health and Wellness,300000,closed,USA,GA,Atlanta,Peachtree City,1,0
Adherence Compliance,http://www.adherence-corp.com,Financial Services|Information Technology|Software,60000,closed,USA,CO,Denver,Denver,1,0
AdhereTech,http://www.adheretech.com,Health Care|Medical Devices,2350000,operating,USA,NY,New York City,New York,2,0
Adherex Technologies,http://adherex.com,Biotechnology,3500000,operating,USA,NC,Raleigh,Raleigh,2,1
Adherial,http://www.adherial.com,Health and Wellness|Health Care Information Technology|Mobile,560000,operating,USA,OR,"Portland, Oregon",Lake Oswego,2,0
Adherium,http://www.adherium.com/,Medical Devices,3000000,operating,NZL,E7,Auckland,Auckland,1,0
Adheron Therapeutics,http://adherontherapeutics.com,Biotechnology,1500000,acquired,USA,CA,SF Bay Area,Berkeley,1,0
Adhesion Wealth Advisor Solutions,http://adhesionwealth.com,Software,2246171,operating,USA,NC,Charlotte,Charlotte,1,0
Adhesive.co,http://adhesive.co,Advertising,1500000,operating,USA,AZ,Phoenix,Scottsdale,1,0
Adhezion Biomedical,http://adhezion.com,Biotechnology,4035000,operating,USA,PA,Philadelphia,Reading,3,1
Adhusky,http://www.adhusky.com/,Automated Kiosk|Finance|Financial Services,30000,operating,USA,CA,SF Bay Area,San Francisco,2,0
Adial Pharmaceuticals,http://adialpharma.com,Biotechnology,6731042,operating,USA,VA,"Washington, D.C.",Charlottesville,2,1
Adiana,http://www.adiana.com,Biotechnology,23000000,acquired,USA,CA,SF Bay Area,Redwood City,1,1
Adictiz,http://www.adictiz.com,Facebook Applications|Games,2539200,operating,FRA,B4,Paris,Lille,1,0
AdiCyte,http://adicyte.com,Biotechnology,2649402,operating,USA,AZ,Tucson,Tucson,2,0
Adify,http://www.adify.com,Advertising,27000000,acquired,USA,CA,SF Bay Area,San Bruno,2,1
Adikteev,http://adikteev.com,Ad Targeting|Advertising|Advertising Platforms,2200000,operating,FRA,A8,Paris,Paris,2,0
Adility,http://www.adility.com,Advertising|Coupons|Local Advertising|Local Based Services|Network Security,100000,acquired,USA,CA,SF Bay Area,San Francisco,2,0
Adimab,http://www.adimab.com,Biotechnology,45282384,operating,USA,NH,"Manchester, New Hampshire",Lebanon,9,1
ResponseTap,http://www.responsetap.com,Advertising|Enterprise Software|SaaS,9372811.676,operating,GBR,I2,Manchester,Manchester,2,1
Adioso,http://adioso.com,Travel,355000,operating,USA,CA,SF Bay Area,San Francisco,3,0
Adiply,http://adiply.com,Advertising|Advertising Platforms|Mobile Advertising,1000000,operating,USA,TX,Dallas,Dallas,1,0
Adir Technologies,http://www.adirtech.com,Services|Technology|VoIP,25000000,closed,USA,NJ,Newark,Newark,1,1
Aditazz,http://www.aditazz.com,Big Data|New Technologies|Predictive Analytics|Semiconductors|Social Innovation,5600000,operating,USA,CA,SF Bay Area,San Bruno,1,1
Aditium,http://aditium.com,Business Development|Technology,149549,operating,FRA,B9,FRA - Other,Biziat,2,0
Aditive,http://www.aditive.com,Advertising|CRM|Facebook Applications|Media|Social Media|Twitter Applications,3301958,operating,USA,CA,SF Bay Area,San Francisco,1,0
Admedo Ltd,http://www.admedo.com,Advertising|Displays|Sales and Marketing,2540206,operating,GBR,H9,London,London,3,0
Adjacent Applications,http://www.adjacentapps.com,DOD/Military|E-Commerce|Internet|Marketplaces|Mobile,256000,closed,USA,CA,SF Bay Area,Oakland,2,0
Adjudica,http://www.healthsight.com,Enterprise Software|Facebook Applications|Medical|Software|Technology|Weddings,550000,operating,USA,MO,St. Louis,St Louis,2,0
Adjug,http://www.adjug.com,Advertising|Internet|Marketplaces|Publishing,8500000,acquired,GBR,H9,London,London,2,1
Adjust,http://www.adjust.com,Analytics|Apps|Mobile|Tracking,28917736.26,operating,USA,CA,SF Bay Area,San Francisco,4,1
Adknowledge,http://adknowledge.com,Advertising|Apps|Content Discovery|Facebook Applications|Mobile|Mobile Games|Sales and Marketing|Social Media|Twitter Applications|Video,248000000,operating,USA,MO,Kansas City,Kansas City,2,1
Adku,http://www.adku.com,Software,1540000,acquired,USA,CA,SF Bay Area,San Francisco,3,0
Adlyfe,http://www.adlyfe.com,Biotechnology,8300000,operating,USA,MD,"Washington, D.C.",Rockville,2,1
ADMA Biologics,http://admabiologics.com,Biotechnology,46500000,ipo,USA,NJ,Newark,Ramsey,3,1
ADmantX,http://www.admantx.com,Advertising|Auctions|Creative,8802628,operating,USA,CT,Hartford,West Hartford,4,1
Admaxim,http://admaxim.com/,Advertising,474063,operating,USA,CA,SF Bay Area,Redwood City,1,0
Admeld,http://www.admeld.com,Advertising|Auctions|Software,30000000,acquired,USA,NY,New York City,New York,3,1
Administrate,http://www.getadministrate.com,CRM|Enterprise Software|Software,1541173,operating,GBR,U8,Edinburgh,Edinburgh,2,0
Adminovate,http://www.adminovate.com/,Software,700000,operating,USA,PA,Philadelphia,Philadelphia,1,0
Admiral Records Management,http://www.admiralrecordsmanagement.com,Archiving|Consulting|Image Recognition|Information Technology|Intellectual Asset Management|RIM,2300000,operating,USA,AL,Montgomery,Montgomery,1,0
AdmitHub,https://college.admithub.com,Colleges|Education|Information Services,413000,operating,USA,MA,Boston,Boston,2,0
AdmitOne Security,http://www.admitonesecurity.com,Security,19000000,operating,USA,WA,Seattle,Issaquah,2,1
AdmitSee,https://www.admitsee.com,Colleges|Curated Web|Education|Marketplaces|Social Media,2150000,operating,USA,NY,New York City,New York,3,0
Admittance Technologies,http://admittancetechnologies.com,Health Care,5886000,operating,USA,TX,Austin,Austin,2,1
Admittedly,http://admittedly.com,Advice|Education|High School Students|Online Education,1340000,operating,USA,NY,New York City,New York,2,0
AdMob,http://www.google.com/admob,Advertising|Mobile,46800000,acquired,USA,CA,SF Bay Area,Mountain View,4,1
AdMobilize,http://www.admobilize.com,Advertising|Analytics|Apps|Hardware|Internet of Things|Media|Software|Technology,4500000,operating,USA,FL,Miami,Miami,1,1
AdMobius,http://www.admobius.com,Advertising,5000000,acquired,USA,CA,SF Bay Area,San Mateo,1,1
Adnavance Technologies,http://www.adnavance.com,Biotechnology,7588201,closed,USA,CA,San Diego,San Diego,2,1
Adnexus,http://www.adnexustx.com,Biotechnology|Health Care|Medical|Therapeutics,55500000,acquired,USA,MA,Boston,Waltham,3,1
Adnoviv,http://www.adnoviv.com/,Industrial|Medical|Security|Sensors,25000,operating,USA,HI,Honolulu,Honolulu,1,0
Adocia,http://www.adocia.com,Biotechnology,37079200,operating,FRA,B9,Lyon,Lyon,2,1
Adocu.com,http://adocu.com,Blogging Platforms|Networking|Social Media|Web Hosting,500000,operating,USA,CA,Sacramento,Davis,1,0
Adolade,http://www.adolade.com/,Advertising Exchanges|Advertising Platforms|Brand Marketing|Marketing Automation|Marketplaces|Mobile Advertising|Mobile Software Tools,20000,operating,USA,NE,Omaha,Lincoln,1,0
Adometry By Google,http://www.adometry.com,Advertising|Analytics|Displays|Software,29575000,acquired,USA,TX,Austin,Austin,5,1
Adomik,http://adomik.com,Advertising,1300000,operating,USA,NY,New York City,New York,1,0
Adomo,http://www.adomo.com,Messaging,18500000,acquired,USA,CA,SF Bay Area,Cupertino,2,1
ADOR,http://ador.com,News|Social Commerce|Social Media,56464869,acquired,USA,WA,Seattle,Seattle,5,1
Adora,http://adora-med.com/,Health and Wellness|Medical|Medical Devices,223828,operating,SVN,J2,SVN - Other,Maribor,1,0
Adora Inc.,http://www.getadora.com,Cause Marketing|Charity,60000,operating,USA,AZ,Phoenix,Scottsdale,1,0
Adored,http://www.adored.com/,Advertising|Apps|Brand Marketing|Loyalty Programs,2300000,operating,USA,NH,"Manchester, New Hampshire",Manchester,1,0
Adormo,http://www.adormo.com/,Leisure|Lifestyle|Travel & Tourism|Vacation Rentals,69247,operating,GBR,H9,London,London,1,0
AdoTube,http://www.exponential.com,Advertising|Monetization|Video,1230000,acquired,USA,NY,New York City,New York,2,0
ADP (Automatic Data Processing),http://www.adp.com,Business Services|Consulting|Outsourcing,2000000,ipo,USA,NJ,Newark,Roseland,1,0
Adpoints,http://www.adpoints.com,Advertising|Incentives|Loyalty Programs|Video|Video on Demand,3274546,operating,GBR,H9,London,London,2,0
Adproval,https://adproval.com/,Software,30000,operating,USA,IN,Indianapolis,Carmel,1,0
ADR Sales & Concepts,http://www.adrsalesandconcepts.com,Search,100000,operating,USA,CA,Los Angeles,Santa Monica,2,0
AdReady,http://adready.com,Advertising|Displays|Graphics,17807000,acquired,USA,WA,Seattle,Seattle,4,1
Adrenaline Mobility,http://adrenalinemobility.com,Mobile|Security,340000,operating,USA,CA,CA - Other,Lucerne Valley,4,0
adRise,http://adRise.com,Advertising|Internet TV|Television,10000000,operating,USA,CA,SF Bay Area,San Francisco,3,1
AdRocket,http://www.adrocket.com,Ad Targeting|Advertising|Email|Optimization,1000000,closed,USA,CA,SF Bay Area,San Francisco,1,0
AdRoll,http://www.adroll.com,Advertising,89000000,operating,USA,CA,SF Bay Area,San Francisco,4,1
ADS-B Technologies,http://ads-b.com,Consulting|Engineering Firms|Navigation,3496554,operating,USA,AK,Anchorage,Anchorage,4,1
adSage,http://www.adsage.com,Advertising|Services|Software,20000000,acquired,USA,WA,Seattle,Bellevue,1,1
AdsNative,http://www.adsnative.com,Advertising|Digital Media|Internet Marketing|Mobile Advertising|Online Video Advertising,10500000,operating,USA,CA,SF Bay Area,San Francisco,3,1
AdsOptimal (Social Nation Inc),http://www.adsoptimal.com/,Advertising Exchanges|Advertising Networks|Advertising Platforms|Mobile Advertising,500000,operating,USA,CA,SF Bay Area,Millbrae,1,0
Adspace Networks,http://www.adspacenetworks.com/index2.php,Advertising,34075000,operating,USA,NY,New York City,New York,3,1
AdStage,https://www.adstage.io,Advertising|Enterprises|Internet|Machine Learning|Sales and Marketing|Search|SEO|Social Media|Software,10250000,operating,USA,CA,SF Bay Area,San Francisco,5,1
Adstrix,http://adstrix.com,Advertising,550000,operating,USA,NH,"Manchester, New Hampshire",Derry,1,0
ADstruc,http://www.adstruc.com,Advertising|Outdoor Advertising,3118000,operating,USA,NY,New York City,New York,4,0
Adsvark,http://www.adsvark.com,News,809425,operating,FRA,A8,Paris,Paris,2,0
AdsWizz,http://www.adswizz.com,Advertising|Internet Radio Market,2973600,operating,USA,CA,SF Bay Area,San Mateo,1,0
AdTaily.com,http://www.adtaily.com,Advertising|Startups,314000,operating,GBR,H9,London,London,1,0
Adteractive,http://adteractive.com,Advertising,5100000,operating,USA,CA,SF Bay Area,San Francisco,1,1
AdTheorent,http://www.adtheorent.com,Advertising,4000000,operating,USA,NY,New York City,New York,1,1
Adtile Technologies Inc.,http://www.adtile.me,Mobile|Technology,7200000,operating,USA,CA,San Diego,San Diego,2,1
AdtoApp,https://adtoapp.com/,Marketing Automation,6000000,operating,USA,CA,Los Angeles,Los Angeles,1,1
AdTonik,http://adtonik.com/,Analytics|Mobile Advertising|Mobile Analytics|Television,500000,operating,USA,CA,SF Bay Area,San Francisco,1,0
AdTotum,http://www.adtotum.com,Advertising|Optimization|Real Time,49167,operating,GBR,H9,London,London,1,0
MaestroIQ,http://maestroiq.com,Advertising|Mobile,1750000,operating,USA,NY,New York City,New York,2,0
Adtuitive,http://adtuitive.com,Advertising,1300000,acquired,USA,NY,New York City,New York,1,0
Aductions,http://www.aductions.com,Advertising,100000,acquired,USA,CA,SF Bay Area,San Jose,1,0
AdultSpace,http://adultspace.com,Social Media,2300000,operating,USA,GA,Atlanta,Lilburn,2,0
Adura Technologies,http://www.aduratech.com,Clean Energy|Clean Technology|Lighting,25500000,acquired,USA,CA,SF Bay Area,San Francisco,3,1
Aduro BioTech,http://www.aduro.com,Biotechnology,143380947,ipo,USA,CA,SF Bay Area,Berkeley,8,1
Advaliant,http://www.advaliant.com,Advertising|Incentives|Internet|Performance Marketing|Sales and Marketing|Search,100000,closed,USA,NY,New York City,New York,1,0
Advance Health,https://www.advancehlth.com/,Health Care|Information Technology|Medical|Pharmaceuticals,40000000,operating,USA,VA,"Washington, D.C.",Chantilly,1,1
Advanced Accelerator Applications,http://www.adacap.com,Biotechnology|Health Diagnostics,52750600,ipo,FRA,B9,FRA - Other,Saint-genis-pouilly,1,1
Advanced Analogic Technologies,http://www.analogictech.com,Semiconductors,15000000,acquired,USA,NM,NM - Other,Santa Clara,1,1
Advanced Animal Diagnostics,http://www.advancedanimaldiagnostics.com,Biotechnology|Health Diagnostics,32000000,operating,USA,NC,Raleigh,Durham,3,1
Advanced Ballistic Concepts,http://www.mibullet.com,Manufacturing,480000,operating,USA,CO,CO - Other,Greeley,1,0
Advanced Battery Concepts,http://advancedbatteryconcepts.com,Clean Technology,1210000,operating,USA,MI,Flint,Clare,2,0
Advanced BioEnergy,http://www.advancedbioenergy.com,Biotechnology,7746327,operating,USA,MN,Minneapolis,Minneapolis,1,1
Advanced BioHealing,http://abh.com,Biotechnology,33500000,acquired,USA,CT,Hartford,Westport,2,1
Advanced Bioimaging Systems,http://advancedbioimagingsystems.com,Hardware + Software,444000,operating,USA,IN,Indianapolis,West Lafayette,1,0
Advanced BioNutrition,http://advancedbionutrition.com,Biotechnology,17060275,operating,USA,MD,Baltimore,Columbia,4,1
Advanced Brain Monitoring,http://advancedbrainmonitoring.com,Health Care,836778,operating,USA,CA,San Diego,Carlsbad,1,0
Advanced Cardiac Therapeutics,http://www.actmed.net,Biotechnology,12300000,closed,USA,CA,Anaheim,Laguna Beach,2,1
Advanced Catheter Therapies,http://acatheter.com,Biotechnology|Health Care|Life Sciences,14350000,operating,USA,TN,Chattanooga,Chattanooga,5,1
Advanced Cell Diagnostics,http://www.acdbio.com,Biotechnology|Health Diagnostics,40800000,operating,USA,CA,SF Bay Area,Hayward,4,1
Advanced Cell Technology,http://www.advancedcell.com,Biotechnology,57777000,ipo,USA,CA,Los Angeles,Santa Monica,3,1
Advanced Circulatory,http://www.advancedcirculatory.com,Hardware + Software,2807000,operating,USA,MN,MN - Other,Rockville,2,0
Dokkankom,http://www.dokkankom.com,E-Commerce,30000,operating,USA,NY,New York City,New York,1,0
Advanced Cooling Therapy,http://advancedcoolingtherapy.com/,Medical Devices,4500000,operating,USA,IL,Chicago,Chicago,2,1
ADVANCED CREDIT TECHNOLOGIES,http://advancedcredittechnologies.com,Software,166000,operating,USA,MN,Minneapolis,Eagan,1,0
Advanced Data Exchange,http://www.adx.com,Software,10000000,acquired,USA,CA,SF Bay Area,Fremont,1,1
Advanced Diamond Technologies,http://www.thindiamond.com,Semiconductors,5200000,operating,USA,IL,Chicago,Romeoville,1,1
Advanced Electron Beams,http://www.aeb.com,Clean Technology,31670000,closed,USA,MA,Boston,Wilmington,2,1
Advanced fPAT Imaging,http://www.afpii.com/,Medical,100000,operating,USA,FL,Tampa,Tampa,1,0
Advanced Green Innovations,http://agigreentech.com,Clean Technology,1250000,operating,USA,AZ,Phoenix,Chandler,1,0
Advanced ICU Care,http://www.icumedicine.com,Health Care,17825489,operating,USA,MO,St. Louis,St Louis,4,1
Advanced Imaging Technologies,http://aitimaging.com,Biotechnology,440000,operating,USA,WA,WA - Other,Richland,1,0
Advanced Inquiry Systems Inc.,http://www.advancedinquiry.com,Semiconductors,36519878,operating,USA,OR,"Portland, Oregon",Hillsboro,11,1
Advanced Life Wellness Institute,http://alwii.org,Health and Wellness,167000,operating,USA,TX,Houston,Houston,1,0
Advanced Liquid Logic,http://liquid-logic.com,Hardware + Software,5455180,acquired,USA,NC,Raleigh,Morrisville,6,1
Advanced Marketing & Media Group,http://www.theammgroup.com,Advertising|Business Intelligence|Sales and Marketing|Software|Technology,500000,closed,USA,CT,Hartford,Stamford,1,0
ADVANCED MEDICAL ISOTOPE,http://www.isotopeworld.com,Biotechnology,525000,operating,USA,WA,WA - Other,Kennewick,1,0
Advanced Microgrid Solutions,http://advmicrogrid.com/,Renewable Energies,18000000,operating,USA,CA,SF Bay Area,San Francisco,1,1
